LOC_DIS_mod,test1,test2,LOCALIDAD_mod,DISTRITO_mod,PROVINCIA_mod,LOCALIDAD,DISTRITO,PROVINCIA,BASIN,Selected,MALARIA P. FALCIPARUM 2013,MALARIA POR P. MALARIAE 2013,MALARIA POR P. VIVAX 2013,Total general 2013,MALARIA P. FALCIPARUM 2014,MALARIA POR P. MALARIAE 2014,MALARIA POR P. VIVAX 2014,Total general 2014,MALARIA P. FALCIPARUM 2015,MALARIA POR P. MALARIAE 2015,MALARIA POR P. VIVAX 2015,Total general 2015,MALARIA P. FALCIPARUM 2016,MALARIA POR P. MALARIAE 2016,MALARIA POR P. VIVAX 2016,Total general 2016,MALARIA P. FALCIPARUM 2017,MALARIA POR P. VIVAX 2017,Total general 2017,MALARIA P. FALCIPARUM 2018,MALARIA POR P. VIVAX 2018,Total general 2018,MALARIA P. FALCIPARUM 2019,MALARIA POR P. VIVAX 2019,Total general 2019
PUERTO BASHIRI_PASTAZA,PUERTO BASHIRI_PASTAZA,PUERTO BASHIRI_PASTAZA,PUERTO BASHIRI,PASTAZA,DATEM DEL MARA—ON,PUERTO BASHIRI,PASTAZA,DATEM DEL MARA—ON,NA,No,4,0,9,13,11,0,23,34,3,0,5,8,11,0,13,24,16,13,29,6,10,16,3,8,11
PUERTO BELEN_PASTAZA,PUERTO BELEN_PASTAZA,PUERTO BELEN_PASTAZA,PUERTO BELEN,PASTAZA,DATEM DEL MARA—ON,PUERTO BELEN,PASTAZA,DATEM DEL MARA—ON,NA,No,53,0,29,82,41,0,87,128,12,0,63,75,NA,NA,NA,NA,69,56,125,14,51,65,NA,NA,NA
PUERTO BISHI_PASTAZA,#N/A,PUERTO BISHI_PASTAZA,PUERTO BISHI,PASTAZA,DATEM DEL MARA—ON,PUERTO BISHI,PASTAZA,DATEM DEL MARA—ON,NA,No,0,0,3,3,6,0,15,21,5,0,10,15,21,0,19,40,37,45,82,30,44,74,1,19,20
PUERTO BRASIL_RAMON CASTILLA,PUERTO BRASIL_RAMON CASTILLA,PUERTO BRASIL_RAMON CASTILLA,PUERTO BRASIL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,PUERTO BRASIL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,1,0,15,16,0,0,7,7,3,0,13,16,0,0,1,1,0,1,1,NA,NA,NA,0,1,1
PUERTO CAIMITO_PASTAZA,PUERTO CAIMITO_PASTAZA,PUERTO CAIMITO_PASTAZA,PUERTO CAIMITO,PASTAZA,DATEM DEL MARA—ON,PUERTO CAIMITO,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,12,0,27,39,5,0,18,23,24,0,6,30,52,28,80,5,12,17,0,4,4
PUERTO CALLAO_YAQUERANA,#N/A,#N/A,PUERTO CALLAO,YAQUERANA,REQUENA,PUERTO CALLAO,YAQUERANA,REQUENA,NA,No,2,0,35,37,1,0,7,8,1,0,12,13,0,0,1,1,3,15,18,0,14,14,0,4,4
PUERTO CHUCHUWASHI_PASTAZA,#N/A,PUERTO CHUCHUWASHI_PASTAZA,PUERTO CHUCHUWASHI,PASTAZA,DATEM DEL MARA—ON,PUERTO CHUCHUWASHI,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,1,0,6,7,6,0,4,10,2,5,7,3,3,6,0,4,4
PUERTO CHUINDA_PASTAZA,PUERTO CHUINDA_PASTAZA,PUERTO CHUINDA_PASTAZA,PUERTO CHUINDA,PASTAZA,DATEM DEL MARA—ON,PUERTO CHUINDA,PASTAZA,DATEM DEL MARA—ON,NA,No,14,0,18,32,31,0,55,86,10,0,43,53,23,0,15,38,48,35,83,16,21,37,1,4,5
PUERTO DIAZ_PASTAZA,PUERTO DIAZ_PASTAZA,PUERTO DIAZ_PASTAZA,PUERTO DIAZ,PASTAZA,DATEM DEL MARA—ON,PUERTO DIAZ,PASTAZA,DATEM DEL MARA—ON,NA,No,3,0,17,20,1,0,24,25,0,0,9,9,1,0,0,1,2,6,8,0,6,6,0,1,1
PUERTO ELISA_MANSERICHE,PUERTO ELISA_MANSERICHE,PUERTO ELISA_MANSERICHE,PUERTO ELISA,MANSERICHE,DATEM DEL MARA—ON,PUERTO ELISA,MANSERICHE,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,0,0,5,5,0,0,1,1,0,0,7,7,0,3,3,0,1,1,NA,NA,NA
PUERTO ELVIRA_PUTUMAYO,PUERTO ELVIRA_PUTUMAYO,PUERTO ELVIRA_PUTUMAYO,PUERTO ELVIRA,PUTUMAYO,PUTUMAYO,PUERTO ELVIRA,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO ELVIRA_RAMON CASTILLA,#N/A,PUERTO ELVIRA_RAMON CASTILLA,PUERTO ELVIRA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,PUERTO ELVIRA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO ELVIRA_TORRES CAUSANA,PUERTO ELVIRA_TORRES CAUSANA,PUERTO ELVIRA_TORRES CAUSANA,PUERTO ELVIRA,TORRES CAUSANA,MAYNAS,PUERTO ELVIRA,TORRES CAUSANA,MAYNAS,NA,No,0,0,30,30,0,0,41,41,0,0,58,58,10,0,37,47,35,57,92,45,106,151,0,3,3
PUERTO ESTRELLA_TORRES CAUSANA,#N/A,PUERTO ESTRELLA_TORRES CAUSANA,PUERTO ESTRELLA,TORRES CAUSANA,MAYNAS,PUERTO ESTRELLA,TORRES CAUSANA,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,0,1,1,0,1,1,NA,NA,NA
PUERTO FRANCO_ANDOAS,PUERTO FRANCO_ANDOAS,PUERTO FRANCO_ANDOAS,PUERTO FRANCO,ANDOAS,DATEM DEL MARA—ON,PUERTO FRANCO,ANDOAS,DATEM DEL MARA—ON,NA,No,0,0,1,1,27,0,26,53,31,0,45,76,52,0,21,73,20,29,49,14,16,30,9,16,25
PUERTO FRANCO_PUTUMAYO,#N/A,#N/A,PUERTO FRANCO,PUTUMAYO,PUTUMAYO,PUERTO FRANCO,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,1,0,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO FRANCO_YAGUAS,PUERTO FRANCO_YAGUAS,PUERTO FRANCO_YAGUAS,PUERTO FRANCO,YAGUAS,PUTUMAYO,PUERTO FRANCO,YAGUAS,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,10,NA,NA,NA,NA,NA,NA
PUERTO GALILEA_ANDOAS,PUERTO GALILEA_ANDOAS,PUERTO GALILEA_ANDOAS,PUERTO GALILEA,ANDOAS,DATEM DEL MARA—ON,GALILEA,ANDOAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO GALILEA_ANDOAS,PUERTO GALILEA_ANDOAS,PUERTO GALILEA_ANDOAS,PUERTO GALILEA,ANDOAS,DATEM DEL MARA—ON,PUERTO GALILEA,ANDOAS,DATEM DEL MARA—ON,NA,No,0,0,11,11,26,0,39,65,60,0,58,118,1,0,0,1,70,88,158,39,55,94,13,21,34
PUERTO GALILEA_ANDOAS,PUERTO GALILEA_ANDOAS,PUERTO GALILEA_ANDOAS,PUERTO GALILEA,ANDOAS,DATEM DEL MARA—ON,PUERTO GALILEA,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
PUERTO GEN GEN_PUNCHANA,PUERTO GEN GEN_PUNCHANA,PUERTO GEN GEN_PUNCHANA,PUERTO GEN GEN,PUNCHANA,MAYNAS,GEN GEN,PUNCHANA,MAYNAS,NA,No,4,0,12,16,NA,NA,NA,NA,5,0,2,7,8,0,21,29,10,36,46,3,10,13,NA,NA,NA
PUERTO GEN GEN_PUNCHANA,PUERTO GEN GEN_PUNCHANA,PUERTO GEN GEN_PUNCHANA,PUERTO GEN GEN,PUNCHANA,MAYNAS,PUERTO GEN GEN,PUNCHANA,MAYNAS,NA,No,8,0,40,48,13,0,53,66,13,0,48,61,9,0,13,22,0,1,1,0,1,1,NA,NA,NA
PUERTO GERMAN_BARRANCA,PUERTO GERMAN_BARRANCA,PUERTO GERMAN_BARRANCA,PUERTO GERMAN,BARRANCA,DATEM DEL MARA—ON,PUERTO GERMAN,CAHUAPANAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO HUAMAN_NAPO,PUERTO HUAMAN_NAPO,#N/A,PUERTO HUAMAN,NAPO,MAYNAS,PUERTO HUAMAN,NAPO,MAYNAS,NA,No,6,0,16,22,0,0,25,25,4,0,9,13,NA,NA,NA,NA,1,2,3,10,21,31,0,6,6
PUERTO INCA_FERNANDO LORES,PUERTO INCA_FERNANDO LORES,PUERTO INCA_FERNANDO LORES,PUERTO INCA,FERNANDO LORES,MAYNAS,PUERTO INCA,FERNANDO LORES,MAYNAS,NA,No,0,0,2,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO INCA_RAMON CASTILLA,PUERTO INCA_RAMON CASTILLA,PUERTO INCA_RAMON CASTILLA,PUERTO INCA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,PUERTO INCA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,0,0,1,1,0,0,3,3,0,0,5,5,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO INDUSTRIAL_PASTAZA,PUERTO INDUSTRIAL_PASTAZA,PUERTO INDUSTRIAL_PASTAZA,PUERTO INDUSTRIAL,PASTAZA,DATEM DEL MARA—ON,INDUSTRIAL,BARRANCA,DATEM DEL MARA—ON,NA,No,0,0,8,8,0,0,18,18,2,0,13,15,1,0,11,12,1,0,1,0,3,3,0,1,1
PUERTO INDUSTRIAL_PASTAZA,PUERTO INDUSTRIAL_PASTAZA,PUERTO INDUSTRIAL_PASTAZA,PUERTO INDUSTRIAL,PASTAZA,DATEM DEL MARA—ON,INDUSTRIAL,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,6,6,NA,NA,NA,NA,NA,NA
PUERTO INDUSTRIAL_PASTAZA,PUERTO INDUSTRIAL_PASTAZA,PUERTO INDUSTRIAL_PASTAZA,PUERTO INDUSTRIAL,PASTAZA,DATEM DEL MARA—ON,PUERTO INDUSTRIAL,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,0,0,1,1,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO ISANGO_PEBAS,PUERTO ISANGO_PEBAS,PUERTO ISANGO_PEBAS,PUERTO ISANGO,PEBAS,MARISCAL RAMON CASTILLA,PUERTO ISANGO,PEBAS,MARISCAL RAMON CASTILLA,NA,No,0,0,1,1,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO JUAN_CAHUAPANAS,#N/A,#N/A,PUERTO JUAN,CAHUAPANAS,DATEM DEL MARA—ON,PUERTO JUAN,CAHUAPANAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
PUERTO JUAN_MORONA,PUERTO JUAN_MORONA,PUERTO JUAN_MORONA,PUERTO JUAN,MORONA,DATEM DEL MARA—ON,PUERTO JUAN,MORONA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA,0,2,2
PUERTO LIBANO_YAVARI,PUERTO LIBANO_YAVARI,PUERTO LIBANO_YAVARI,PUERTO LIBANO,YAVARI,MARISCAL RAMON CASTILLA,PUERTO LIBANO,YAVARI,MARISCAL RAMON CASTILLA,NA,No,0,0,1,1,0,0,4,4,3,0,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO LIBRE_CAHUAPANAS,PUERTO LIBRE_CAHUAPANAS,PUERTO LIBRE_CAHUAPANAS,PUERTO LIBRE,CAHUAPANAS,DATEM DEL MARA—ON,PUERTO LIBRE,CAHUAPANAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO LIBRE_LAS AMAZONAS,PUERTO LIBRE_LAS AMAZONAS,PUERTO LIBRE_LAS AMAZONAS,PUERTO LIBRE,LAS AMAZONAS,MAYNAS,PUERTO LIBRE,LAS AMAZONAS,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO LIBRE_MORONA,PUERTO LIBRE_MORONA,PUERTO LIBRE_MORONA,PUERTO LIBRE,MORONA,DATEM DEL MARA—ON,PUERTO LIBRE,MORONA,DATEM DEL MARA—ON,NA,No,0,0,32,32,0,0,19,19,0,0,20,20,0,0,2,2,NA,NA,NA,0,2,2,NA,NA,NA
PUERTO LIBRE_URARINAS,#N/A,PUERTO LIBRE_URARINAS,PUERTO LIBRE,URARINAS,LORETO,PUERTO LIBRE,URARINAS,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,NA
PUERTO LIBRE_YURIMAGUAS,PUERTO LIBRE_YURIMAGUAS,PUERTO LIBRE_YURIMAGUAS,PUERTO LIBRE,YURIMAGUAS,ALTO AMAZONAS,PUERTO LIBRE,YURIMAGUAS,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,0,0,29,29,0,0,4,4,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO LIMON_MANSERICHE,PUERTO LIMON_MANSERICHE,PUERTO LIMON_MANSERICHE,PUERTO LIMON,MANSERICHE,DATEM DEL MARA—ON,LIMON,MANSERICHE,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,8,0,1,1,NA,NA,NA,NA,NA,NA
PUERTO LIMON_MANSERICHE,PUERTO LIMON_MANSERICHE,PUERTO LIMON_MANSERICHE,PUERTO LIMON,MANSERICHE,DATEM DEL MARA—ON,PUERTO  LIMON,MANSERICHE,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,17,NA,NA,NA,1,0,1
PUERTO LIMON_PASTAZA,#N/A,PUERTO LIMON_PASTAZA,PUERTO LIMON,PASTAZA,DATEM DEL MARA—ON,PUERTO LIMON,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,0,1,1,NA,NA,NA
PUERTO LIMON_PUTUMAYO,#N/A,PUERTO LIMON_PUTUMAYO,PUERTO LIMON,PUTUMAYO,PUTUMAYO,PUERTO LIMON,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO LINDA_MANSERICHE,PUERTO LINDA_MANSERICHE,PUERTO LINDA_MANSERICHE,PUERTO LINDA,MANSERICHE,DATEM DEL MARA—ON,PUERTO LINDA,MANSERICHE,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,0,0,3,3,0,0,4,4,0,0,1,1,NA,NA,NA,NA,NA,NA,0,1,1
PUERTO LORETO_REQUENA,PUERTO LORETO_REQUENA,PUERTO LORETO_REQUENA,PUERTO LORETO,REQUENA,REQUENA,PUERTO LORETO,REQUENA,REQUENA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO LUPITA_TENIENTE MANUEL CLAVERO,PUERTO LUPITA_TENIENTE MANUEL CLAVERO,PUERTO LUPITA_TENIENTE MANUEL CLAVERO,PUERTO LUPITA,TENIENTE MANUEL CLAVERO,PUTUMAYO,PUERTO LUPITA,TENIENTE MANUEL CLAVERO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA
PUERTO LUZ_MORONA,PUERTO LUZ_MORONA,PUERTO LUZ_MORONA,PUERTO LUZ,MORONA,DATEM DEL MARA—ON,PUERTO LUZ,MORONA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,0,0,12,12,0,0,5,5,0,0,4,4,2,1,3,0,5,5,NA,NA,NA
PUERTO MARASHO_PASTAZA,#N/A,PUERTO MARASHO_PASTAZA,PUERTO MARASHO,PASTAZA,DATEM DEL MARA—ON,PUERTO MARASHO,PASTAZA,DATEM DEL MARA—ON,NA,No,1,0,1,2,6,0,5,11,0,0,3,3,4,0,4,8,7,5,12,0,8,8,1,1,2
PUERTO MATIWA_PASTAZA,PUERTO MATIWA_PASTAZA,PUERTO MATIWA_PASTAZA,PUERTO MATIWA,PASTAZA,DATEM DEL MARA—ON,PUERTO MATIVA,PASTAZA,DATEM DEL MARA—ON,NA,No,7,0,11,18,20,0,33,53,2,0,12,14,16,0,9,25,30,33,63,16,29,45,1,6,7
PUERTO MAYNA_PASTAZA,PUERTO MAYNA_PASTAZA,PUERTO MAYNA_PASTAZA,PUERTO MAYNA,PASTAZA,DATEM DEL MARA—ON,PUERTO MAINAS,PASTAZA,DATEM DEL MARA—ON,NA,No,2,0,2,4,3,0,10,13,2,0,14,16,8,0,2,10,5,10,15,4,10,14,0,3,3
PUERTO MIGUEL_CONTAMANA,#N/A,#N/A,PUERTO MIGUEL,CONTAMANA,UCAYALI,PUERTO MIGUEL,CONTAMANA,UCAYALI,NA,No,0,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO MIGUEL_FERNANDO LORES,PUERTO MIGUEL_FERNANDO LORES,PUERTO MIGUEL_FERNANDO LORES,PUERTO MIGUEL,FERNANDO LORES,MAYNAS,PUERTO MIGUEL,FERNANDO LORES,MAYNAS,NA,No,0,0,2,2,0,0,2,2,0,0,4,4,1,0,1,2,NA,NA,NA,0,1,1,0,1,1
PUERTO MILAGROS_PUTUMAYO,#N/A,PUERTO MILAGROS_PUTUMAYO,PUERTO MILAGROS,PUTUMAYO,PUTUMAYO,PUERTO MILAGROS,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,NA,NA,NA,NA,0,1,1,0,2,2,NA,NA,NA
PUERTO MINLLA_PASTAZA,#N/A,PUERTO MINLLA_PASTAZA,PUERTO MINLLA,PASTAZA,DATEM DEL MARA—ON,PUERTO MINLLA,PASTAZA,DATEM DEL MARA—ON,NA,No,0,0,1,1,2,0,6,8,0,0,3,3,7,0,2,9,3,7,10,2,4,6,1,2,3
PUERTO NARI—O_RAMON CASTILLA,#N/A,PUERTO NARI—O_RAMON CASTILLA,PUERTO NARI—O,RAMON CASTILLA,MARISCAL RAMON CASTILLA,PUERTO NARI–O,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,0,0,2,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO NAZARENO_ANDOAS,#N/A,PUERTO NAZARENO_ANDOAS,PUERTO NAZARENO,ANDOAS,DATEM DEL MARA—ON,PUERTO NAZARENO,ANDOAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,4,0,5,9,10,0,12,22,15,0,8,23,11,17,28,9,10,19,NA,NA,NA
PUERTO NAZARETH_MORONA,PUERTO NAZARETH_MORONA,#N/A,PUERTO NAZARETH,MORONA,DATEM DEL MARA—ON,PUERTO NAZARETH,MORONA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA
PUERTO NUEVO_PASTAZA,PUERTO NUEVO_PASTAZA,PUERTO NUEVO_PASTAZA,PUERTO NUEVO,PASTAZA,DATEM DEL MARA—ON,PUERTO NUEVO,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,3,0,0,1,1,19,22,41,1,14,15,0,2,2
PUERTO NUEVO_PUTUMAYO,#N/A,PUERTO NUEVO_PUTUMAYO,PUERTO NUEVO,PUTUMAYO,PUTUMAYO,PUERTO NUEVO,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,1,0,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO NUEVO_YAGUAS,PUERTO NUEVO_YAGUAS,PUERTO NUEVO_YAGUAS,PUERTO NUEVO,YAGUAS,PUTUMAYO,PUERTO NUEVO,YAGUAS,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,1,1,NA,NA,NA,NA,NA,NA
PUERTO OBRERO_MAZAN,PUERTO OBRERO_MAZAN,PUERTO OBRERO_MAZAN,PUERTO OBRERO,MAZAN,MAYNAS,PUERTO OBRERO,MAZAN,MAYNAS,NA,No,0,0,35,35,1,0,10,11,1,0,3,4,23,0,17,40,1,7,8,0,2,2,0,1,1
PUERTO ORIENTE_TROMPETEROS,PUERTO ORIENTE_TROMPETEROS,PUERTO ORIENTE_TROMPETEROS,PUERTO ORIENTE,TROMPETEROS,LORETO,PUERTO ORIENTE,TROMPETEROS,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,6,7,0,7,7,0,1,1,NA,NA,NA
PUERTO ORLANDO_NAUTA,PUERTO ORLANDO_NAUTA,PUERTO ORLANDO_NAUTA,PUERTO ORLANDO,NAUTA,LORETO,PUERTO ORLANDO,NAUTA,LORETO,NA,No,NA,NA,NA,NA,1,0,8,9,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO PALMO_PUTUMAYO,#N/A,PUERTO PALMO_PUTUMAYO,PUERTO PALMO,PUTUMAYO,PUTUMAYO,PUERTO PALMO,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
PUERTO PERU_REQUENA,PUERTO PERU_REQUENA,PUERTO PERU_REQUENA,PUERTO PERU,REQUENA,REQUENA,PUERTO PERU,REQUENA,REQUENA,NA,No,NA,NA,NA,NA,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO PERU_ROSA PANDURO,PUERTO PERU_ROSA PANDURO,PUERTO PERU_ROSA PANDURO,PUERTO PERU,ROSA PANDURO,PUTUMAYO,PUERTO PERU,ROSA PANDURO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
PUERTO PERU_YURIMAGUAS,PUERTO PERU_YURIMAGUAS,PUERTO PERU_YURIMAGUAS,PUERTO PERU,YURIMAGUAS,ALTO AMAZONAS,PUERTO PERU,YURIMAGUAS,ALTO AMAZONAS,NA,No,0,0,1,1,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO PIJUAYAL_MORONA,PUERTO PIJUAYAL_MORONA,PUERTO PIJUAYAL_MORONA,PUERTO PIJUAYAL,MORONA,DATEM DEL MARA—ON,PIJUAYAL,MORONA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,NA,NA,NA
PUERTO PIJUAYAL_MORONA,PUERTO PIJUAYAL_MORONA,PUERTO PIJUAYAL_MORONA,PUERTO PIJUAYAL,MORONA,DATEM DEL MARA—ON,PUERTO PIJUAYAL,MORONA,DATEM DEL MARA—ON,NA,No,0,0,7,7,1,0,70,71,6,0,29,35,3,0,23,26,16,57,73,37,46,83,1,0,1
PUERTO PIJUAYAL_PASTAZA,#N/A,PUERTO PIJUAYAL_PASTAZA,PUERTO PIJUAYAL,PASTAZA,DATEM DEL MARA—ON,PUERTO PIJUAYAL,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,2,6,0,9,15,8,15,23,6,8,14,0,1,1
PUERTO PIRUMBA / PIRUMBACOCHA_PASTAZA,PUERTO PIRUMBA / PIRUMBACOCHA_PASTAZA,PUERTO PIRUMBA / PIRUMBACOCHA_PASTAZA,PUERTO PIRUMBA / PIRUMBACOCHA,PASTAZA,DATEM DEL MARA—ON,PUERTO PIRUMBA,PASTAZA,DATEM DEL MARA—ON,NA,No,27,0,55,82,40,0,88,128,4,0,38,42,36,0,21,57,24,51,75,20,26,46,1,5,6
PUERTO PORVENIR_BALSAPUERTO,PUERTO PORVENIR_BALSAPUERTO,PUERTO PORVENIR_BALSAPUERTO,PUERTO PORVENIR,BALSAPUERTO,ALTO AMAZONAS,PUERTO PORVENIR,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,0,0,1,1,0,0,21,21,NA,NA,NA,NA,0,23,23,0,15,15,0,3,3
PUERTO PRADO_NAUTA,PUERTO PRADO_NAUTA,PUERTO PRADO_NAUTA,PUERTO PRADO,NAUTA,LORETO,PUERTO PRADO,NAUTA,LORETO,NA,No,0,0,3,3,NA,NA,NA,NA,0,0,3,3,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
PUERTO PRODUCTORES_IQUITOS,#N/A,PUERTO PRODUCTORES_IQUITOS,PUERTO PRODUCTORES,IQUITOS,MAYNAS,PUERTO PRODUCTORES,IQUITOS,MAYNAS,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
PUERTO REQUENA_PASTAZA,PUERTO REQUENA_PASTAZA,PUERTO REQUENA_PASTAZA,PUERTO REQUENA,PASTAZA,DATEM DEL MARA—ON,NUEVO REQUENA,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,5,0,6,11,3,0,9,12,9,0,4,13,12,18,30,10,8,18,3,3,6
